NUMBER OF CYCLIST KILLED,ON STREET NAME,CRASHES,NUMBER OF PERSONS KILLED,NUMBER OF MOTORIST INJURED,ZIP CODE,LONGITUDE,NUMBER OF CYCLIST INJURED,NUMBER OF MOTORIST KILLED,CROSS STREET NAME,NUMBER OF PEDESTRIANS KILLED,NUMBER OF PEDESTRIANS INJURED,LATITUDE,NUMBER OF PERSONS INJURED,BOROUGH,OFF STREET NAME,YELP_BAR,YELP_DRINK,YELP_FOOD,YELP_MUSIC,YELP_SHOW,FOUR_SQUARE_DRINK,FOUR_SQUARE_FOOD
0,EAST 45 STREET,2,0,0,10017,-73.9757018,0,0,EAST 45 STREET,0,0,40.75381289999999,0,MANHATTAN,,2,3,6,1,1,0,1790
0,BELL BOULEVARD,2,0,0,11364,-73.75926199999998,0,0,BELL BOULEVARD,0,0,40.742892299999994,0,QUEENS,,0,0,0,0,0,0,0
0,137 STREET,2,0,0,11367,-73.8281024,0,0,70 AVENUE,0,0,40.72779600000001,0,QUEENS,,0,0,0,0,0,0,0
0,MCCLEAN AVENUE,2,0,1,10305,-74.072816,0,0,LINWOOD AVENUE,0,0,40.5959515,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,TYSENS LANE,2,0,0,10306,-74.12395079999997,0,0,ARC PLACE,0,0,40.5684294,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,189 STREET,2,0,0,11358,-73.791804,0,0,44 AVENUE,0,0,40.756262299999996,0,QUEENS,,0,0,0,0,0,0,0
0,GIFFORDS LANE,2,0,0,10308,-74.15063520000002,0,0,BALTIMORE STREET,0,0,40.5519506,0,STATEN ISLAND,,1,1,3,0,0,0,0
0,167 STREET,2,0,0,11365,-73.80082800000002,0,0,LITHONIA AVENUE,0,0,40.7489306,0,QUEENS,,0,0,0,0,0,0,0
0,189 STREET,2,0,0,11365,-73.7885345,0,0,189 STREET,0,0,40.7469324,0,QUEENS,,0,0,0,0,0,0,0
0,RIDGECREST AVENUE,2,0,0,10312,-74.1564827,0,0,HILLTOP ROAD,0,0,40.5365664,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,LONG ISLAND EXPRESSWAY,2,0,0,11378,-73.9085634,0,0,,0,0,40.7278852,0,QUEENS,F/O 59-02 BORDEN AVE,0,0,0,0,0,0,0
0,BURLING STREET,2,0,0,11355,-73.8164409,0,0,BURLING STREET,0,0,40.754190799999996,0,QUEENS,,0,0,1,0,1,0,0
0,47 AVENUE,2,0,0,11373,-73.8846137,0,0,80 STREET,0,0,40.740432,0,QUEENS,,0,0,0,0,0,0,0
0,NICOLLS AVENUE,2,0,0,11368,-73.8630634,0,0,46 AVENUE,0,0,40.745445000000004,0,QUEENS,,0,0,1,0,0,0,0
0,213 STREET,2,0,0,11364,-73.7650551,0,0,213 STREET,0,0,40.7487561,0,QUEENS,,0,0,0,0,0,0,0
0,53 AVENUE,2,0,0,11364,-73.76928000000002,0,0,210 STREET,0,0,40.7512294,0,QUEENS,,0,0,0,0,0,0,0
0,67 AVENUE,2,0,0,11364,-73.75349940000002,0,0,223 PLACE,0,0,40.745635899999996,0,QUEENS,,0,0,0,0,0,0,0
0,54 AVENUE,2,0,0,11378,-73.9117321,0,0,58 STREET,0,0,40.72996550000001,0,QUEENS,,0,0,0,0,0,0,0
0,SEAGATE AVENUE,2,0,0,11224,-74.0056913,0,0,SEAGATE AVENUE,0,0,40.5773235,0,BROOKLYN,,0,0,0,0,0,0,0
0,KINGSLAND STREET,2,0,0,10309,-74.19690909999998,0,0,KINGSLAND STREET,0,0,40.5169336,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,BUTLER AVENUE,2,0,0,10307,-74.2493577,0,0,BUTLER AVENUE,0,0,40.5100519,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,57 ROAD,2,0,0,11373,-73.8771036,0,0,85 STREET,0,0,40.7309301,0,QUEENS,,0,0,0,0,0,0,0
0,SYCAMORE STREET,2,0,0,10312,-74.1565146,0,0,ROBINSON AVENUE,0,0,40.5424924,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,VAN HORN STREET,2,0,0,11373,-73.88015899999998,0,0,52 AVENUE,0,0,40.7353276,0,QUEENS,,0,0,0,0,0,0,0
0,114TH STREET,2,0,0,11368,-73.85130500000002,0,0,,0,0,40.7508183,0,QUEENS,,0,0,0,0,0,0,0
0,BRADDOCK AVENUE,2,0,0,11428,-73.732726,0,0,LYMAN STREET,0,0,40.7277348,0,QUEENS,,0,0,0,0,0,0,0
0,254TH STREET,2,0,0,11362,-73.72671120000003,0,0,,0,0,40.763883,0,QUEENS,F/O 254-45 HORACE HARDING EXPRESSWAY,0,1,1,0,0,0,0
0,217 STREET,2,0,0,11364,-73.75897459999999,0,0,217 STREET,0,0,40.744541299999995,0,QUEENS,,0,0,0,0,0,0,0
0,EAST 237 STREET,2,0,0,10470,-73.8748122,0,0,EAST 237 STREET,0,0,40.89816079999999,0,BRONX,,0,0,0,0,0,0,0
0,HORACE HARDING EXPRESSWAY,2,0,0,11367,-73.8376835,0,0,VAN WYCK EXPRESSWAY,0,0,40.7433013,0,QUEENS,,0,0,0,0,0,0,4
0,WEST 165 STREET,2,0,1,10032,-73.9396611,0,0,WEST 165 STREET,0,0,40.83876,1,MANHATTAN,,1,1,1,0,2,0,0
0,HYLAN BOULEVARD,2,0,0,10307,-74.2452002,0,0,HYLAN BOULEVARD,0,0,40.50411550000001,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,HUTCHINSON RIVER PARKWAY EAST,2,0,1,10461,-73.836536,0,0,,0,0,40.846207299999996,1,BRONX,,0,0,0,0,0,0,0
0,FRESH MEADOW LANE,2,0,0,11365,-73.79453649999998,0,0,FRESH MEADOW LANE,0,0,40.744508700000004,0,QUEENS,,0,0,0,0,0,0,0
0,WEST 263 STREET,2,0,1,10471,-73.9007846,0,0,WEST 263 STREET,0,0,40.91207960000001,1,BRONX,,0,0,0,0,0,0,0
0,DOGWOOD DRIVE,2,0,0,10312,-74.1982974,0,0,DOGWOOD DRIVE,0,0,40.5520841,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,160 STREET,2,0,1,11357,-73.80322740000003,0,0,20 ROAD,0,0,40.7797033,1,QUEENS,,0,0,0,0,0,0,0
0,HELENE COURT,2,0,0,10309,-74.2158594,0,0,HELENE COURT,0,0,40.5358223,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,GRAND CONCOURSE,2,0,0,10456,-73.915316,0,0,EAST CLARKE PLACE,0,1,40.836946999999995,1,BRONX,,0,0,0,0,0,0,0
0,KENSICO STREET,2,0,0,10306,-74.1393378,0,0,WEST CEDARVIEW AVENUE,0,0,40.56832670000001,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,UNIVERSITY AVENUE,2,0,1,10452,-73.9226286,0,0,CROSS BRONX EXPRESSWAY,0,0,40.844802,1,BRONX,,0,0,1,0,0,0,0
0,JOLINE AVENUE,2,0,0,10307,-74.2361267,0,0,HONEY LANE,0,0,40.5099152,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,2,2,0,1,10461,-73.8385694,0,0,,0,0,40.83781060000001,1,BRONX,,0,0,1,0,0,0,0
0,248 STREET,2,0,0,11426,-73.7199194,0,0,248 STREET,0,0,40.7367923,0,QUEENS,,0,0,0,0,0,0,0
0,TOMLINSON AVENUE,2,0,0,10461,-73.84863179999998,1,0,TOMLINSON AVENUE,0,0,40.8452885,1,BRONX,,0,0,0,0,0,0,0
0,GREAVES AVENUE,2,0,0,10308,-74.1471003,0,0,HOWTON AVENUE,0,0,40.55790870000001,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,MILES AVENUE,2,0,1,10465,-73.8159718,0,0,LOGAN AVENUE,0,0,40.8194901,1,BRONX,,0,0,0,0,0,0,0
0,WALTON STREET,2,0,1,11206,-73.95027309999998,0,0,WALTON STREET,0,0,40.701580299999996,1,BROOKLYN,,0,0,0,0,0,0,0
0,20 AVENUE,2,0,0,11105,-73.9138077,1,0,19 STREET,0,0,40.7850267,1,QUEENS,,0,0,0,0,0,0,0
0,MOSHOLU PARKWAY,2,0,0,10471,-73.88648559999999,0,0,,0,0,40.9002137,0,BRONX,,0,0,0,0,0,0,0
0,WOODS OF ARDEN ROAD,2,0,0,10312,-74.1637803,0,0,KOCH BOULEVARD,0,0,40.535738200000004,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,UNION TURNPIKE,2,0,0,11364,-73.7495831,0,0,UNION TURNPIKE,0,0,40.7352495,0,QUEENS,,0,0,0,0,0,0,0
0,CORRELL AVENUE,2,0,0,10309,-74.2117622,0,0,GERVIL STREET,0,0,40.5462081,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,PINEVILLE LANE,2,0,0,11413,-73.75364520000002,0,0,PINEVILLE LANE,0,0,40.68278370000001,0,QUEENS,,0,0,0,0,0,0,0
0,VAN SIDEREN AVENUE,2,0,0,11207,-73.898596,0,0,DE WITT AVENUE,0,0,40.6558294,0,BROOKLYN,,0,0,0,0,0,0,0
0,WEST SHORE EXPRESSWAY,2,0,0,10309,-74.2183646,0,0,,0,0,40.551166200000004,0,RICHMOND,,0,0,0,0,0,0,0
0,UNION TURNPIKE,2,0,0,11366,-73.8019537,0,0,UNION TURNPIKE,0,1,40.7223385,1,QUEENS,,0,0,0,0,1,0,0
0,163 STREET,2,0,1,11357,-73.80023409999998,0,0,19 AVENUE,0,0,40.7809031,1,QUEENS,,0,0,0,0,0,0,0
0,OVERLOOK TERRACE,2,0,1,10033,-73.93635429999998,0,0,OVERLOOK TERRACE,0,0,40.85382120000001,1,MANHATTAN,,0,0,0,0,0,0,0
0,EAST 174 STREET,2,0,1,10457,-73.90666440000003,0,0,EAST 174 STREET,0,0,40.8446886,1,BRONX,,0,0,0,0,0,0,0
0,CLINTONVILLE STREET,2,0,1,11357,-73.80775159999997,0,0,18 AVENUE,0,0,40.7822169,1,QUEENS,,0,0,0,0,0,0,0
0,WATERS PLACE,2,0,0,10461,-73.83840579999998,0,0,,0,1,40.84274129999999,1,BRONX,F/O 1250 WATERS PLACE,0,0,0,0,0,0,0
0,HENRY HUDSON PARKWAY WEST,2,0,1,10471,-73.9082745,0,0,,0,0,40.8940907,1,BRONX,,0,0,0,0,0,0,0
0,FRANCIS LEWIS BOULEVARD,2,0,0,11357,-73.8041359,0,0,17 ROAD,0,1,40.7826445,1,QUEENS,,0,0,0,0,1,0,0
0,EAST GUN HILL ROAD,2,0,1,10469,-73.83429009999998,0,0,,0,0,40.86416060000001,1,BRONX,1780 EAST GUN HILL ROAD,0,0,0,0,0,0,0
0,EAST TREMONT AVENUE,2,0,1,10465,-73.8383007,0,0,,0,0,40.840656,1,BRONX,,0,0,0,0,0,0,0
0,POINT CRESCENT,2,0,0,11357,-73.82895740000002,0,0,141 STREET,0,0,40.7896804,0,QUEENS,,0,0,0,0,0,0,0
0,HENRY HUDSON PARKWAY,2,0,1,10040,-73.93322690000002,0,0,,0,0,40.8654767,1,NEW,,0,0,0,0,0,0,0
0,NARRAGANSETT AVENUE,2,0,0,10461,-73.85145209999997,0,0,LYDIG AVENUE,0,0,40.8561365,0,BRONX,,0,0,0,0,0,0,0
0,CRUGER AVENUE,2,0,0,10467,-73.86640240000001,0,0,,0,1,40.863837200000006,1,BRONX,F/O 2539 CRUGER AVENUE,0,0,0,0,0,0,0
0,222ND STREET,2,0,1,11361,-73.7625465,0,0,,0,0,40.7711354,1,QUEENS,,0,0,0,0,0,0,0
0,WILLETS POINT BOULEVARD,2,0,0,11357,-73.8187334,0,0,148 STREET,0,0,40.7765476,0,QUEENS,,0,0,0,0,0,0,0
0,CAMBRIA AVENUE,2,0,1,11362,-73.7369945,0,0,248 STREET,0,0,40.7633195,1,QUEENS,,0,0,0,0,0,0,0
0,WEST 238 STREET,2,0,1,10463,-73.8985512,0,0,MAJOR DEEGAN EXPRESSWAY,0,0,40.8843756,1,BRONX,,0,0,1,0,0,0,0
0,CLEARVIEW EXPRESSWAY SERVICE ROAD,2,0,1,11361,-73.7777827,0,0,,0,0,40.759617999999996,1,QUEENS,,0,0,0,0,0,0,0
0,PENNYFIELD AVENUE,2,0,0,10465,-73.808555,0,0,PENNYFIELD AVENUE,0,1,40.8155283,1,BRONX,,0,0,0,0,0,0,0
0,69 PLACE,2,0,0,11378,-73.8902645,0,0,60 DRIVE,0,1,40.7209085,1,QUEENS,,0,0,0,0,0,0,0
0,GRAND CENTRAL PARKWAY NORTH SERVICE ROAD,2,0,1,11362,-73.7204067,0,0,,0,0,40.75792970000001,1,QUEENS,,0,0,0,0,0,0,0
0,EAST 171 STREET,2,0,1,10456,-73.90648490000002,0,0,EAST 171 STREET,0,0,40.8386611,1,BRONX,,0,0,1,0,0,0,0
0,EAST 233RD STREET,2,0,1,10466,-73.8613922,0,0,,0,0,40.895243799999996,1,BRONX,,0,0,0,0,0,0,0
0,146 STREET,2,0,1,11357,-73.82156479999998,0,0,146 STREET,0,0,40.7776335,1,QUEENS,,0,0,0,0,0,0,0
0,200 STREET,2,0,0,11357,-73.7941157,1,0,CROSS ISLAND PARKWAY,0,0,40.7860964,1,QUEENS,,0,0,0,1,1,0,0
0,123 STREET,2,0,0,11356,-73.84506640000002,0,0,123 STREET,0,1,40.780851399999996,1,QUEENS,,0,0,0,0,0,0,0
0,SOUND VIEW AVENUE,2,0,0,10473,-73.8577215,0,0,PATTERSON AVENUE,0,1,40.8133626,1,BRONX,,0,0,0,0,1,0,113
0,EMERSON AVENUE,2,0,1,10465,-73.8272648,0,0,HARDING AVENUE,0,0,40.8129339,1,BRONX,,0,0,0,0,0,0,0
0,21 AVENUE,2,0,0,11105,-73.9115248,0,0,26 STREET,0,1,40.780122799999994,1,QUEENS,,0,0,0,0,0,0,0
0,MAYFLOWER AVENUE,2,0,0,10461,-73.8337714,0,0,MAYFLOWER AVENUE,0,1,40.8532799,1,BRONX,,0,0,0,0,0,0,0
0,247 STREET,2,0,0,11426,-73.72338640000002,0,0,77 CRESCENT,0,0,40.7430368,0,QUEENS,,0,0,0,0,0,0,0
0,ANACONDA STREET,2,0,0,10312,-74.1958621,0,0,CASTOR PLACE,0,0,40.5462638,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,BELT PARKWAY,2,0,0,11209,-74.03489300000003,0,0,,0,0,40.64084550000001,0,KINGS,,0,0,0,0,0,0,0
0,166 STREET,2,0,0,11357,-73.7976193,0,0,166 STREET,0,1,40.792959,1,QUEENS,,0,0,0,0,0,0,0
0,CROTONA PARKWAY,2,0,0,10460,-73.8830696,0,0,CROTONA PARKWAY,0,0,40.8471044,0,BRONX,,0,0,0,0,0,0,0
0,WASHINGTON AVENUE,2,0,0,10457,-73.90111740000002,0,0,WASHINGTON AVENUE,0,0,40.8415989,0,BRONX,,0,0,0,0,0,0,0
0,MCINTOSH STREET,2,0,1,11369,-73.8685066,0,0,MCINTOSH STREET,0,0,40.7632592,1,QUEENS,,0,0,0,0,0,0,0
0,160 STREET,2,0,0,11357,-73.8019281,1,0,12 ROAD,0,0,40.7904413,1,QUEENS,,0,0,0,0,0,0,0
0,CONNELL PLACE,2,0,1,10465,-73.8244301,0,0,KEARNEY AVENUE,0,0,40.8412414,1,BRONX,,0,0,0,0,0,0,0
0,BRONX PARK EAST,2,0,1,10462,-73.86887879999998,0,0,,0,0,40.8528914,1,BRONX,S/O 2076 BRONX PARK EAST,0,0,0,0,0,0,0
0,147 STREET,2,0,1,11357,-73.819311,0,0,147 STREET,0,0,40.7792603,1,QUEENS,,0,0,0,0,0,0,0
0,EAST 233 STREET,2,0,0,10466,-73.82856120000002,0,0,MULVEY AVENUE,0,1,40.88886,1,BRONX,,1,0,0,0,0,0,0
0,EAST 23RD STREET,2,0,1,11235,-73.9452504,0,0,,0,0,40.5847834,1,KINGS,,1,1,1,1,1,0,0
0,24 AVENUE,2,0,1,11370,-73.8861343,0,0,83 STREET,0,0,40.7649441,1,QUEENS,,0,0,0,0,0,0,0
0,EMMONS AVENUE,2,0,0,11235,-73.9375116,0,0,LAKE AVENUE,0,1,40.5839408,1,BROOKLYN,,0,0,0,0,1,0,0
0,MAYFLOWER AVENUE,2,0,0,10461,-73.8342307,1,0,DUDLEY AVENUE,0,0,40.8401443,1,BRONX,,0,0,0,0,0,0,0
0,BROADWAY,2,0,1,11221,-73.9341354,0,0,VERNON AVENUE,0,0,40.6963571,1,BROOKLYN,,2,2,4,2,2,0,146
0,217 STREET,2,0,0,11428,-73.73910129999999,0,0,94 ROAD,0,1,40.719452000000004,1,QUEENS,,0,0,0,0,0,0,0
0,205 STREET,2,0,0,11423,-73.75921770000002,0,0,89 AVENUE,0,1,40.7191994,1,QUEENS,,0,0,0,0,0,0,0
0,59 AVENUE,2,0,1,11378,-73.9043691,0,0,59 AVENUE,0,0,40.719136999999996,1,QUEENS,,0,0,0,0,0,0,0
0,MURDOCK AVENUE,2,0,1,11412,-73.7639762,0,0,NEWBURG STREET,0,0,40.697747899999996,1,QUEENS,,0,0,0,0,0,0,0
0,WILSON AVENUE,2,0,0,11221,-73.9215724,0,0,HIMROD STREET,0,1,40.69834470000001,1,BROOKLYN,,0,1,2,3,2,0,0
0,FRANCIS LEWIS BOULEVARD,2,0,1,11411,-73.7471257,0,0,115 DRIVE,0,0,40.6981979,1,QUEENS,,0,0,0,0,0,0,0
0,WILLOWBROOK ROAD,2,0,0,10314,-74.1376533,0,0,SHERADEN AVENUE,0,1,40.6032564,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,CORNAGA AVENUE,2,0,1,11691,-73.7464516,0,0,CORNAGA AVENUE,0,0,40.6032925,1,QUEENS,,0,0,0,0,0,0,0
0,VLEIGH PLACE,2,0,0,11367,-73.8202101,1,0,76 ROAD,0,0,40.7217592,1,QUEENS,,0,0,0,0,0,0,0
0,GOETHALS AVENUE,2,0,0,11432,-73.80269440000002,0,0,164 PLACE,0,1,40.7195127,1,QUEENS,,0,0,0,0,0,0,0
0,COUNTRY DRIVE EAST,2,0,0,10314,-74.16395240000001,0,0,RICHMOND HILL ROAD,0,1,40.5868409,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,LITTLE NECK BOULEVARD,2,0,1,11360,-73.7681944,0,0,,0,0,40.7785654,1,QUEENS,,0,0,0,0,0,0,0
0,EAST 4 WALK,2,0,1,10009,-73.97496009999998,0,0,ROOSEVELT DRIVE,0,0,40.7200523,1,MANHATTAN,,0,0,0,0,0,0,1
0,EASTCHESTER ROAD,2,0,1,10461,-73.84470470000002,0,0,,0,0,40.8461287,1,BRONX,F/O 1695 EASTCHESTER ROAD,0,0,1,0,0,0,0
0,NORTHERN BOULEVARD,2,0,0,11354,-73.8136672,0,0,,0,1,40.7651433,1,QUEENS,R/O 150-51 NORTHERN BLVD,2,3,10,1,4,0,0
0,WEST 249 STREET,2,0,1,10471,-73.9082073,0,0,HENRY HUDSON PARKWAY,0,0,40.8973441,1,BRONX,,0,0,0,0,0,0,0
0,SELKIRK STREET,2,0,0,10309,-74.21107109999998,0,0,ROSSVILLE AVENUE,0,0,40.5495224,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,147 AVENUE,2,0,0,11422,-73.73067569999998,0,0,258 STREET,0,0,40.6574664,0,QUEENS,,0,0,0,0,0,0,0
0,BELT PARKWAY,2,0,0,11239,-73.8684816,0,0,,0,0,40.6503407,0,KINGS,,0,0,0,0,0,0,0
0,37 AVENUE,2,0,0,11368,-73.862104,0,0,106 STREET,0,0,40.7538949,0,QUEENS,,0,0,0,0,0,0,0
0,147 STREET,2,0,0,11367,-73.81704570000002,0,0,77 AVENUE,0,1,40.7219381,1,QUEENS,,0,0,0,0,0,0,0
0,GRANDVIEW AVENUE,2,0,0,10303,-74.1652455,0,0,BRABANT STREET,0,0,40.63215020000001,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,JEFFREY PLACE,2,0,0,10307,-74.23146899999998,0,0,JEFFREY PLACE,0,0,40.5118213,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,TIBBET AVENUE,2,0,1,10471,-73.8996825,0,0,TIBBETT AVENUE,0,0,40.8967688,1,BRONX,,0,0,0,0,0,0,0
0,160 AVENUE,2,0,0,11414,-73.8422939,0,0,90 STREET,0,0,40.6570972,0,QUEENS,,0,0,0,0,0,0,0
0,8 STREET,2,0,0,10306,-74.12048100000001,0,0,CANNON BOULEVARD,0,0,40.568394700000006,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,WILLETS POINT BOULEVARD,2,0,0,11357,-73.8023227,0,0,20 AVENUE,0,1,40.780355,1,QUEENS,,3,4,6,2,0,0,0
0,235 STREET,2,0,0,11422,-73.7463631,0,0,147 ROAD,0,0,40.6569174,0,QUEENS,,0,0,0,0,0,0,0
0,HULL AVENUE,2,0,0,11378,-73.89657790000003,0,0,HULL AVENUE,0,0,40.7277708,0,QUEENS,,0,0,0,0,0,0,0
0,146 STREET,2,0,0,11357,-73.82108609999997,0,0,20 ROAD,0,1,40.7811158,1,QUEENS,,0,0,0,0,0,0,0
0,BELT PARKWAY,2,0,0,11220,-74.029598,0,0,,0,0,40.64144260000001,0,KINGS,,0,0,0,0,0,0,0
0,WEST SHORE EXPRESSWAY,2,0,0,10309,-74.22139190000001,0,0,,0,0,40.54754920000001,0,RICHMOND,,0,0,0,0,0,0,0
0,147 STREET,2,0,1,11357,-73.81868840000001,0,0,17 ROAD,0,0,40.7837964,1,QUEENS,,0,0,0,0,0,0,0
0,NEW JERSEY AVENUE,2,0,0,11207,-73.8908328,0,0,NEW JERSEY AVENUE,0,0,40.66028529999999,0,BROOKLYN,,0,0,0,0,0,0,0
0,NORTH RAILROAD AVENUE,2,0,0,10306,-74.11050970000002,0,0,GREELEY AVENUE,0,0,40.5786127,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,162 STREET,2,0,1,11357,-73.79995600000002,0,0,162 STREET,0,0,40.7917197,1,QUEENS,,0,0,0,0,0,0,0
0,EAST 34 STREET,2,0,0,11210,-73.94425679999998,0,0,EAST 34 STREET,0,0,40.6375776,0,BROOKLYN,,0,0,0,0,0,0,0
0,LAMONT AVENUE,2,0,0,10309,-74.20468170000002,0,0,LAMONT AVENUE,0,0,40.5358345,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,EAST 174 STREET,2,0,0,10457,-73.9041492,0,0,EAST 174 STREET,0,0,40.8444615,0,BRONX,,0,0,0,0,0,0,0
0,GRACE COURT,2,0,0,10301,-74.09633620000002,0,0,HENDERSON AVENUE,0,0,40.6405343,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,HOLLIS AVENUE,2,0,0,11429,-73.74681729999998,0,0,HOLLIS AVENUE,0,1,40.709132399999994,1,QUEENS,,0,0,0,0,0,0,0
0,POST ROAD,2,0,1,10471,-73.89842840000001,0,0,LAKE VIEW PLACE,0,0,40.8984804,1,BRONX,,0,0,0,0,0,0,0
0,NEWKIRK AVENUE,2,0,0,11226,-73.9474436,0,0,EAST 31 STREET,0,0,40.6400466,0,BROOKLYN,,0,0,0,0,0,0,0
0,ROCKAWAY BEACH BOULEVARD,2,0,0,11694,-73.8211105,0,0,ROCKAWAY BEACH BOULEVARD,0,1,40.583857,1,QUEENS,,0,0,0,0,0,0,0
0,23 STREET,2,0,0,11106,-73.9313365,0,0,23 STREET,0,1,40.7632754,1,QUEENS,,0,0,0,0,0,0,0
0,WEST 150 STREET,2,0,0,10039,-73.9393512,0,0,WEST 150 STREET,0,1,40.82589820000001,1,MANHATTAN,,0,0,3,0,0,0,0
0,CROTONA PARK NORTH,2,0,0,10460,-73.89216970000003,0,0,PROSPECT AVENUE,0,1,40.84105020000001,1,BRONX,,0,0,0,0,0,0,0
0,212 STREET,2,0,1,11360,-73.78073309999998,0,0,16 AVENUE,0,0,40.78381829999999,1,QUEENS,,0,0,0,0,0,0,0
0,187 STREET,2,0,0,11412,-73.76949379999998,0,0,LIBERTY AVENUE,0,1,40.7040474,1,QUEENS,,0,0,0,0,0,0,0
0,EAST 233 STREET,2,0,1,10466,-73.83467590000002,0,0,DURYEA AVENUE,0,0,40.8893328,1,BRONX,,0,0,0,0,0,0,0
0,MARATHON PARKWAY,2,0,1,11362,-73.73488329999998,0,0,MARATHON PARKWAY,0,0,40.7640915,1,QUEENS,,0,0,0,0,0,0,0
0,20TH AVENUE,2,0,0,11357,-73.8292055,0,0,,0,1,40.7816716,1,QUEENS,PARKING LOT 139-15 20 AVE,0,0,1,0,1,0,0
0,136 STREET,2,0,1,11356,-73.8327547,0,0,136 STREET,0,0,40.786109499999995,1,QUEENS,,0,0,0,0,0,0,0
0,CODDINGTON AVENUE,2,0,0,10461,-73.8287677,1,0,CODDINGTON AVENUE,0,0,40.8409653,1,BRONX,,0,0,0,0,0,0,0
0,166 STREET,2,0,1,11357,-73.7972979,0,0,14 AVENUE,0,0,40.789371,1,QUEENS,,0,0,0,0,0,0,0
0,EAST 176 STREET,2,0,1,10460,-73.88233050000002,0,0,EAST 176 STREET,0,0,40.8378951,1,BRONX,,0,0,0,0,0,0,0
0,MOSHOLU PARKWAY,2,0,1,10471,-73.88522440000001,0,0,,0,0,40.8991474,1,BRONX,,0,0,0,0,0,0,0
0,17 AVENUE,2,0,0,11357,-73.8065381,0,0,156 STREET,0,0,40.78355429999999,0,QUEENS,,0,0,0,0,0,0,0
0,17 ROAD,2,0,1,11357,-73.8056593,0,0,157 STREET,0,0,40.782767799999995,1,QUEENS,,0,0,0,0,0,0,0
0,GRAND CONCOURSE,2,0,1,10453,-73.908215,0,0,EASTBURN AVENUE,0,0,40.8472671,1,BRONX,,0,0,1,0,0,0,0
0,CLINTONVILLE STREET,2,0,0,11357,-73.808237,0,0,CLINTONVILLE STREET,0,1,40.78296160000001,1,QUEENS,,0,0,0,0,0,0,0
0,HERSCHELL STREET,2,0,0,10461,-73.8441449,1,0,HALSEY STREET,0,0,40.8367081,1,BRONX,,0,0,0,0,0,0,0
0,NETHERLAND AVENUE,2,0,0,10471,-73.9071112,0,0,ARLINGTON AVENUE,0,1,40.9051875,1,BRONX,,0,0,0,0,0,0,0
0,NEREID AVENUE,2,0,0,10466,-73.8487201,1,0,ELY AVENUE,0,0,40.8986648,1,BRONX,,0,0,2,0,0,0,0
0,SHORE ROAD,2,0,1,10803,-73.7940557,0,0,CITY LIMIT,0,0,40.883701200000004,1,BRONX,,0,1,0,0,0,0,0
0,HARPER STREET,2,0,0,11368,-73.84207009999999,0,0,,0,0,40.7638162,0,QUEENS,3211 HARPER STREET,0,0,0,0,0,0,0
0,BROAD STREET,2,0,3,10304,-74.0774123,0,0,WRIGHT STREET,0,0,40.6252876,3,STATEN ISLAND,,0,0,0,0,0,0,0
0,STILLWELL AVENUE,2,0,1,10475,-73.82511120000002,0,0,STILLWELL AVENUE,0,0,40.861213,1,BRONX,,0,0,0,0,0,0,0
0,HARRINGTON AVENUE,2,0,1,10461,-73.83206170000003,0,0,HARRINGTON AVENUE,0,0,40.840379999999996,1,BRONX,,0,0,0,0,0,0,0
0,192 STREET,2,0,1,11412,-73.75910019999998,0,0,117 ROAD,0,0,40.6918228,1,QUEENS,,0,0,0,0,0,0,0
0,MASON AVENUE,2,0,0,10305,-74.0897843,0,0,MASON AVENUE,0,1,40.5833902,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,BOSTON ROAD,2,0,1,10462,-73.8694501,0,0,,0,0,40.8564657,1,BRONX,2190 BOSTON ROAD,0,0,0,0,0,0,0
0,GERRITSEN AVENUE,2,0,0,11229,-73.927599,0,0,CHANNEL AVENUE,0,1,40.5950597,1,BROOKLYN,,0,0,0,0,0,0,0
0,BEACH CHANNEL DRIVE,2,0,1,11691,-73.78091640000002,0,0,BEACH 50 STREET,0,0,40.5953265,1,QUEENS,,0,0,0,0,0,0,0
