NUMBER OF CYCLIST KILLED,ON STREET NAME,CRASHES,NUMBER OF PERSONS KILLED,NUMBER OF MOTORIST INJURED,ZIP CODE,LONGITUDE,NUMBER OF CYCLIST INJURED,NUMBER OF MOTORIST KILLED,CROSS STREET NAME,NUMBER OF PEDESTRIANS KILLED,NUMBER OF PEDESTRIANS INJURED,LATITUDE,NUMBER OF PERSONS INJURED,BOROUGH,OFF STREET NAME,YELP_BAR,YELP_DRINK,YELP_FOOD,YELP_MUSIC,YELP_SHOW,FOUR_SQUARE_DRINK,FOUR_SQUARE_FOOD
0,BRONX RIVER PARKWAY,31,0,9,10467,-73.8697937,0,0,,0,1,40.879321600000004,10,BRONX,,0,0,0,0,0,0,0
0,SCHERMERHORN STREET,31,0,0,11217,-73.9798115,0,0,SCHERMERHORN STREET,0,0,40.6866467,0,BROOKLYN,,0,0,0,0,1,0,16
0,KINGS HIGHWAY,31,0,9,11234,-73.9274473,1,0,GLENWOOD ROAD,0,1,40.6352571,11,BROOKLYN,,0,0,1,0,0,0,0
0,ROOSEVELT AVENUE,31,0,5,11372,-73.8867166,3,0,ROOSEVELT AVENUE,0,3,40.7473426,11,QUEENS,,5,5,7,2,2,0,0
0,HICKS STREET,31,0,7,11231,-74.0029655,0,0,,0,0,40.6806961,7,KINGS,,0,0,0,0,0,0,0
0,LAFAYETTE AVENUE,31,0,3,11217,-73.97819969999998,1,0,LAFAYETTE AVENUE,0,0,40.6868194,4,BROOKLYN,,4,4,1,5,5,0,16
0,BROOKLYN-QUEENS EXPRESSWAY,31,0,8,11211,-73.9518821,0,0,,0,0,40.7150775,8,KINGS,,4,4,3,1,1,0,0
0,PARSONS BOULEVARD,31,0,3,11355,-73.8215565,1,0,PARSONS BOULEVARD,0,2,40.7605337,6,QUEENS,,0,0,0,0,1,0,0
0,PARK AVENUE SOUTH,31,0,5,10016,-73.9831755,3,0,PARK AVENUE SOUTH,0,3,40.744559,11,MANHATTAN,,6,8,11,5,4,0,277
0,LEXINGTON AVENUE,31,0,0,10065,-73.96727270000002,0,0,LEXINGTON AVENUE,0,2,40.7634806,2,MANHATTAN,,9,13,19,2,1,0,1
0,EAST 167 STREET,31,0,5,10456,-73.90657009999998,0,0,EAST 167 STREET,0,8,40.8294526,13,BRONX,,0,0,1,0,0,0,0
0,EAST 92 STREET,31,0,2,10028,-73.944358,0,0,EAST 92 STREET,0,0,40.779761799999996,2,MANHATTAN,,0,0,0,0,3,0,0
0,MADISON AVENUE,31,0,2,10065,-73.9704958,0,0,EAST 61 STREET,0,3,40.7648401,5,MANHATTAN,,1,1,6,2,1,0,25
0,MAIN STREET,31,0,5,11355,-73.8255511,0,0,MAIN STREET,0,1,40.74316279999999,6,QUEENS,,1,8,13,1,6,0,0
0,RECTOR STREET,31,0,0,10006,-74.0153438,0,0,RECTOR STREET,0,0,40.7084958,0,MANHATTAN,,2,2,2,0,1,0,0
0,WEST 164 STREET,31,0,4,10032,-73.9416888,0,0,WEST 164 STREET,0,4,40.83842620000001,8,MANHATTAN,,2,2,7,1,4,0,0
0,FDR DRIVE,31,1,7,10044,-73.9544246,0,0,,1,0,40.76241160000001,7,NEW,,0,0,0,0,0,0,0
0,EAST 75 STREET,31,0,1,10021,-73.9545761,0,0,EAST 75 STREET,0,2,40.7697535,3,MANHATTAN,,6,6,12,2,1,0,22
0,LIBERTY STREET,31,0,0,10005,-74.01054309999998,1,0,LIBERTY STREET,0,3,40.709155100000004,4,MANHATTAN,,1,5,16,3,9,0,205
0,EAST 87 STREET,31,0,9,10128,-73.95124820000002,1,0,EAST 87 STREET,0,0,40.778551799999995,10,MANHATTAN,,3,3,4,3,4,0,15
0,CABRINI BOULEVARD,31,0,1,10033,-73.9402859,0,0,CABRINI BOULEVARD,0,1,40.8513229,2,MANHATTAN,,3,4,5,1,1,0,0
0,THROOP AVENUE,31,0,9,11206,-73.94395,4,0,THROOP AVENUE,0,5,40.69822050000001,18,BROOKLYN,,0,0,0,0,0,0,1
0,EAST 117 STREET,31,1,10,10035,-73.9349137,0,0,EAST 117 STREET,1,3,40.7966809,13,MANHATTAN,,1,3,5,2,3,0,12
0,WHIPPLE STREET,31,0,7,11206,-73.9438243,1,0,WHIPPLE STREET,0,0,40.701862799999994,8,BROOKLYN,,0,1,4,0,2,0,58
0,EAST 20 STREET,31,0,3,10003,-73.990946,1,0,EAST 20 STREET,0,3,40.7396742,7,MANHATTAN,,6,7,4,9,2,2,9858
0,37 STREET,31,0,4,11218,-73.98292070000002,1,0,14 AVENUE,0,0,40.6404169,5,BROOKLYN,,0,0,1,0,0,0,0
0,HENRY HUDSON PARKWAY,31,0,12,10033,-73.944234,0,0,,0,0,40.847461100000004,12,NEW,,0,0,0,0,0,0,0
0,JACKIE ROBINSON PARKWAY,31,0,7,11208,-73.8696833,0,0,,0,0,40.698157200000004,7,QUEENS,,0,0,0,0,0,0,0
0,41 STREET,31,0,6,11232,-74.00507409999999,3,0,41 STREET,0,3,40.6501456,12,BROOKLYN,,1,2,7,1,1,0,0
0,FARRAGUT ROAD,31,0,19,11234,-73.9191723,0,0,FARRAGUT ROAD,0,2,40.6374693,21,BROOKLYN,,0,0,1,0,0,0,0
0,ASTORIA BOULEVARD,31,1,8,11370,-73.8890397,0,0,ASTORIA BOULEVARD,1,0,40.76532020000001,8,QUEENS,,0,1,1,0,0,0,0
0,CO-OP CITY BOULEVARD,31,0,5,10475,-73.82337679999998,0,0,COOP CITY BOULEVARD,0,0,40.879948399999996,5,BRONX,,1,0,4,0,1,0,0
0,EAST 169 STREET,31,0,2,10456,-73.90343320000002,0,0,EAST 169 STREET,0,3,40.832216700000004,5,BRONX,,0,0,1,0,0,0,0
0,BLEECKER STREET,31,0,5,10012,-73.99584370000002,3,0,BLEECKER STREET,0,1,40.7265271,9,MANHATTAN,,5,6,9,4,2,0,0
0,EAST 19 STREET,31,0,7,11229,-73.95479590000002,0,0,EAST 19 STREET,0,3,40.6108205,10,BROOKLYN,,1,2,9,3,3,0,214
0,COLUMBUS AVENUE,31,0,2,10024,-73.97030090000001,0,0,COLUMBUS AVENUE,0,0,40.7890514,2,MANHATTAN,,1,0,5,0,3,0,8
0,FULTON STREET,31,0,5,11208,-73.8778679,3,0,FULTON STREET,0,6,40.682038399999996,14,BROOKLYN,,1,2,4,1,1,0,0
0,THOMAS BOYLAND STREET,31,0,7,11212,-73.9135535,2,0,BOYLAND STREET,0,4,40.6692636,13,BROOKLYN,,0,0,0,1,0,0,0
0,,31,0,9,10035,-73.9303998,0,0,,0,0,40.8028239,9,BRONX,,0,0,0,0,0,0,0
0,CROPSEY AVENUE,31,0,11,11214,-73.9865462,0,0,CROPSEY AVENUE,0,0,40.5836578,11,BROOKLYN,,1,0,1,0,1,0,0
0,WEST 124 STREET,31,0,5,10027,-73.9459787,1,0,WEST 124 STREET,0,4,40.807097399999996,10,MANHATTAN,,1,1,4,1,2,0,370
0,EAST 15 STREET,31,0,1,10003,-73.9844413,1,0,EAST 15 STREET,0,5,40.733034,7,MANHATTAN,,0,2,0,0,2,0,0
0,EAST 30 STREET,31,0,2,10016,-73.98479209999998,3,0,MADISON AVENUE,0,2,40.74524270000001,7,MANHATTAN,,6,5,7,2,4,0,51
0,EAST 68 STREET,31,0,10,10065,-73.9656926,2,0,EAST 68 STREET,0,1,40.7685442,13,MANHATTAN,,0,1,1,1,2,0,0
0,NORTHERN BOULEVARD,31,0,10,11377,-73.90298759999997,0,0,NORTHERN BOULEVARD,0,0,40.7537088,10,QUEENS,,0,0,2,0,1,0,0
0,WEST 16 STREET,31,0,4,10011,-74.0084591,0,0,WEST 16 STREET,0,0,40.744024700000004,4,MANHATTAN,,0,0,0,0,0,0,0
0,LEFFERTS AVENUE,31,0,5,11225,-73.9479124,1,0,NEW YORK AVENUE,0,0,40.6625349,6,BROOKLYN,,0,0,0,0,0,0,10
0,FDR DRIVE,31,0,13,10002,-73.9962116,0,0,,0,0,40.7090991,13,NEW,,0,0,0,0,0,0,0
0,VAN CORTLANDT PARK SOUTH,31,0,8,10463,-73.8973841,0,0,VAN CORTLANDT PARK SOUTH,0,1,40.88608720000001,9,BRONX,,0,0,0,0,0,0,0
0,PRINCE STREET,31,0,1,11354,-73.8333515,1,0,PRINCE STREET,0,3,40.7640838,5,QUEENS,,1,2,1,1,1,0,0
0,WEST 127 STREET,31,0,3,10027,-73.94453940000002,1,0,WEST 127 STREET,0,2,40.8090701,6,MANHATTAN,,6,5,4,5,4,0,7761
0,54 STREET,30,0,1,11220,-74.0060425,0,0,54 STREET,0,3,40.6388782,4,BROOKLYN,,5,9,12,2,6,0,0
0,EAST GUN HILL ROAD,30,0,2,10467,-73.86737629999998,0,0,EAST GUN HILL ROAD,0,1,40.87763320000001,3,BRONX,,0,0,0,0,0,0,0
0,BEDFORD AVENUE,30,0,21,11210,-73.9516189,0,0,BEDFORD AVENUE,0,2,40.6262532,23,BROOKLYN,,0,0,0,0,0,0,0
0,TODT HILL ROAD,30,0,9,10306,-74.11395,0,0,TODT HILL ROAD,0,1,40.5800421,10,STATEN ISLAND,,0,0,0,0,0,0,0
0,MC GUINNESS BOULEVARD SOUTH,30,0,7,11222,-73.94709329999998,1,0,MC GUINNESS BOULEVARD,0,2,40.7227739,10,BROOKLYN,,0,1,1,1,1,0,4
0,WEST SIDE HIGHWAY,30,0,2,10019,-73.9972347,0,0,WEST SIDE HIGHWAY,0,0,40.76614489999999,2,MANHATTAN,,0,0,0,0,0,0,0
0,JACKIE ROBINSON PARKWAY,30,0,11,11208,-73.8777598,0,0,,0,0,40.692938399999996,11,QUEENS,,0,0,0,0,0,0,0
0,EAST 38 STREET,30,0,3,10016,-73.9795037,1,0,EAST 38 STREET,0,2,40.7496032,6,MANHATTAN,,5,5,2,3,2,0,83
0,CROSS ISLAND PARKWAY,30,0,7,11362,-73.74764470000002,0,0,,0,0,40.7572743,7,QUEENS,,0,0,0,0,0,0,0
0,EAST 81 STREET,30,0,0,10028,-73.9540926,0,0,EAST 81 STREET,0,1,40.7746554,1,MANHATTAN,,17,19,20,3,3,0,0
0,EAST 182 STREET,30,0,12,10457,-73.8964417,0,0,EAST 182 STREET,0,2,40.8549066,14,BRONX,,0,0,0,0,1,0,0
0,BROOKLYN-QUEENS EXPRESSWAY,30,0,13,11370,-73.89284909999998,0,0,,0,0,40.7663065,13,QUEENS,,0,0,0,0,0,0,0
0,BRUCKNER BOULEVARD,30,0,13,10461,-73.8262226,0,0,BRUCKNER BOULEVARD,0,3,40.8343549,16,BRONX,,1,0,0,0,0,0,1174
0,FRANCIS LEWIS BOULEVARD,30,0,8,11422,-73.7364462,0,0,FRANCIS LEWIS BOULEVARD,0,1,40.666521100000004,9,QUEENS,,1,1,1,1,0,0,0
0,37 AVENUE,30,0,4,11372,-73.889904,0,0,76 STREET,0,4,40.74916270000001,8,QUEENS,,2,4,13,5,1,0,1822
0,WEST 138 STREET,30,0,10,10031,-73.9536697,1,0,WEST 138 STREET,0,0,40.822018299999996,11,MANHATTAN,,2,2,6,0,0,0,1178
0,BATCHELDER STREET,30,0,15,11229,-73.93818780000002,1,0,BATCHELDER STREET,0,0,40.5962324,16,BROOKLYN,,0,0,0,0,0,0,0
0,ATLANTIC AVENUE,30,0,6,11421,-73.85056180000002,1,0,ATLANTIC AVENUE,0,3,40.6876631,10,QUEENS,,0,0,1,0,0,0,0
0,WESTCHESTER AVENUE,30,0,4,10459,-73.88789670000001,0,0,WESTCHESTER AVENUE,0,5,40.8267434,9,BRONX,,0,0,0,0,0,0,0
0,EAST 82 STREET,30,0,3,10028,-73.9558679,0,0,EAST 82 STREET,0,2,40.7762371,5,MANHATTAN,,6,6,7,4,3,0,1961
0,17,30,3,14,11432,-73.7913993,0,3,,0,0,40.7191256,14,QUEENS,,0,0,0,0,0,0,0
0,SENATOR STREET,30,0,3,11220,-74.02291149999998,0,0,SENATOR STREET,0,2,40.6361066,5,BROOKLYN,,0,0,1,0,0,0,0
0,BAYCHESTER AVENUE,30,0,12,10475,-73.83242790000001,0,0,BAYCHESTER AVENUE,0,0,40.8700151,12,BRONX,,0,0,0,0,0,0,0
0,COURTLANDT AVENUE,30,0,11,10451,-73.91551590000002,0,0,COURTLANDT AVENUE,0,2,40.8247084,13,BRONX,,0,0,0,0,0,0,85
0,,30,0,3,10044,-73.9557002,0,0,,0,0,40.761276,3,NEW,,0,0,0,0,0,0,0
0,MADISON AVENUE,30,1,0,10029,-73.9532091,0,0,EAST 98 STREET,1,5,40.788532399999994,5,MANHATTAN,,7,10,15,0,3,0,458
0,EAST 14 STREET,30,0,4,11229,-73.959159,0,0,EAST 14 STREET,0,2,40.6083847,6,BROOKLYN,,0,0,1,1,3,0,0
0,LIVINGSTON STREET,30,0,6,11201,-73.99144659999997,2,0,LIVINGSTON STREET,0,3,40.691596999999994,11,BROOKLYN,,2,6,12,2,1,0,297
0,MERRICK BOULEVARD,30,1,6,11432,-73.79639370000002,1,0,MERRICK BOULEVARD,1,3,40.709532700000004,10,QUEENS,,0,0,1,0,1,0,0
0,PENNSYLVANIA AVENUE,30,1,10,11207,-73.89619040000002,2,0,PENNSYLVANIA AVENUE,1,1,40.6731495,13,BROOKLYN,,0,0,0,0,0,0,0
0,NOSTRAND AVENUE,30,0,1,11225,-73.9505858,0,0,NOSTRAND AVENUE,0,3,40.6689643,4,BROOKLYN,,2,4,5,1,3,0,0
0,BRUCKNER BOULEVARD,30,0,3,10474,-73.88587340000002,1,0,BRUCKNER BOULEVARD,0,0,40.822424,4,BRONX,,0,0,0,0,0,0,0
0,GATES AVENUE,30,0,10,11221,-73.9239738,1,0,RALPH AVENUE,0,7,40.6892748,18,BROOKLYN,,0,0,3,1,1,0,0
0,WEST 82 STREET,30,0,3,10024,-73.97853559999999,1,0,WEST 82 STREET,0,0,40.785787,4,MANHATTAN,,2,4,4,4,8,0,11
0,WEST 103 STREET,30,0,3,10025,-73.968541,0,0,WEST 103 STREET,0,2,40.7991021,5,MANHATTAN,,4,7,13,1,10,0,1742
0,UNDERHILL AVENUE,30,0,9,11238,-73.96745779999998,0,0,UNDERHILL AVENUE,0,2,40.6729475,11,BROOKLYN,,2,2,1,2,1,0,4939
0,WEST 21 STREET,30,0,4,10011,-74.007828,2,0,WEST 21 STREET,0,3,40.747535299999996,9,MANHATTAN,,0,0,1,0,0,0,51
0,GRAMERCY PARK NORTH,30,0,1,10010,-73.9856742,0,0,GRAMERCY PARK NORTH,0,1,40.738219,2,MANHATTAN,,2,2,1,1,1,0,0
0,EAST 16 STREET,30,0,2,10003,-73.9926531,0,0,EAST 16 STREET,0,2,40.737330299999996,4,MANHATTAN,,2,1,3,3,1,0,15
0,METROPOLITAN AVENUE,30,0,10,11385,-73.9047713,0,0,METROPOLITAN AVENUE,0,0,40.7128656,10,QUEENS,,1,1,2,0,0,0,0
0,SUMMIT STREET,30,0,11,11231,-74.00231120000002,0,0,,0,0,40.6820407,11,KINGS,,0,0,0,0,0,0,0
0,92 STREET,30,0,1,11209,-74.0293024,3,0,92 STREET,0,0,40.617896200000004,4,BROOKLYN,,2,2,5,1,1,0,0
0,EAST 81 STREET,30,1,3,10028,-73.95633409999998,0,0,EAST 81 STREET,1,3,40.7756005,6,MANHATTAN,,8,9,15,2,1,0,0
